,ID_PRET,SEXE,AGE,OCCUPATION,SOURCE_REVENU,REVENU_TOTAL,VOITURE,IMMOBILIER,DETTE_TOTALE
464181,209743,F,27,Core staff,Commercial associate,157500.0,Y,Y,0.0
464964,209945,M,56,Not applicable / Not specified,Pensioner,85500.0,N,N,1900962.0
465866,210186,F,21,Private service staff,Working,157500.0,N,Y,0.0
466111,210240,F,41,Not applicable / Not specified,Commercial associate,270000.0,Y,N,4471013.16
466162,210250,F,51,Managers,State servant,225000.0,N,Y,450931.5
466762,210388,M,35,Core staff,Working,67500.0,N,N,23422.5
467354,210530,F,42,Core staff,Commercial associate,180000.0,N,Y,149800.5
468171,210714,F,28,Accountants,Working,135000.0,N,N,0.0
468447,210785,F,64,Not applicable / Not specified,Working,76500.0,N,Y,0.0
468448,210786,F,55,Sales staff,Working,90000.0,N,N,330682.5
468468,210793,F,49,Accountants,Working,135000.0,N,N,314680.5
468799,210865,F,45,Sales staff,Working,157500.0,Y,Y,410337.0
469785,211068,F,22,Cooking staff,Working,126000.0,N,Y,12905.145
469951,211113,M,32,Not applicable / Not specified,State servant,202500.0,N,Y,1499661.0
471261,211431,F,35,Sales staff,Working,90000.0,N,N,0.0
471678,211525,M,48,Laborers,Working,270000.0,N,N,0.0
471845,211575,M,55,Drivers,Working,112500.0,Y,Y,3549816.0
471909,211590,M,23,Sales staff,Commercial associate,74344.5,N,Y,230750.505
474796,212209,F,29,Sales staff,Commercial associate,315000.0,Y,Y,0.0
474843,212218,F,42,Cooking staff,State servant,157500.0,N,Y,0.0
475103,212270,F,29,Core staff,Working,112500.0,N,Y,0.0
475132,212279,F,59,Not applicable / Not specified,Pensioner,216000.0,N,Y,718884.0
475141,212281,F,39,Accountants,Working,225000.0,Y,N,1634328.0
475183,212299,M,31,Managers,Commercial associate,450000.0,Y,Y,1685043.0
475737,212429,M,45,Sales staff,Working,135000.0,N,Y,0.0
476140,212515,F,58,Not applicable / Not specified,Pensioner,90000.0,N,N,335781.36
476465,212570,F,37,Sales staff,Working,67500.0,N,Y,191574.0
476812,212639,M,37,Not applicable / Not specified,Commercial associate,157500.0,N,Y,0.0
476927,212672,F,51,Accountants,Commercial associate,112500.0,N,Y,348421.5
477959,212920,F,34,Sales staff,Commercial associate,360000.0,N,Y,9148.5
479388,213278,F,48,Not applicable / Not specified,Working,135000.0,N,Y,122472.0
479845,213398,M,32,Not applicable / Not specified,Working,112500.0,N,N,667746.0
480013,213442,M,39,Laborers,Working,180000.0,N,Y,169038.0
480264,213496,F,35,Accountants,Working,139500.0,N,Y,3532666.5
481526,213823,F,66,Not applicable / Not specified,Pensioner,67500.0,N,N,37426.5
482111,213960,F,33,Accountants,Commercial associate,90000.0,N,Y,0.0
482247,213990,M,31,Managers,Commercial associate,450000.0,N,Y,0.0
482397,214025,F,55,Sales staff,Working,112500.0,Y,N,1099412.505
482404,214026,M,38,Laborers,Commercial associate,90000.0,N,N,0.0
482807,214110,M,61,Not applicable / Not specified,Pensioner,360000.0,Y,Y,2641306.5
483005,214168,F,62,Not applicable / Not specified,Pensioner,225000.0,Y,Y,0.0
486195,214961,M,65,Not applicable / Not specified,Pensioner,81000.0,N,Y,7191.99
486815,215115,F,57,Not applicable / Not specified,Pensioner,40500.0,N,Y,0.0
487120,215192,F,44,Not applicable / Not specified,Working,135000.0,N,N,0.0
487825,215363,M,53,Drivers,Commercial associate,90000.0,Y,Y,974727.0
487861,215371,F,56,Not applicable / Not specified,Commercial associate,180000.0,Y,Y,118710.0
487959,215389,F,38,Sales staff,Working,180000.0,N,Y,212593.5
488439,215489,F,38,Not applicable / Not specified,State servant,252000.0,N,N,533484.0
488647,215549,F,50,High skill tech staff,Working,112500.0,N,Y,0.0
488669,215557,F,29,Laborers,Working,135000.0,N,Y,106033.5
489482,215761,M,34,Core staff,Working,315000.0,Y,N,69840.0
489845,215835,F,25,Medicine staff,State servant,112500.0,Y,N,681916.5
490473,215988,F,56,High skill tech staff,Working,112500.0,N,Y,21078.0
491016,216106,M,56,Laborers,Working,135000.0,Y,N,10485.0
491380,216200,F,38,Medicine staff,Working,112500.0,Y,Y,1122957.0
491701,216268,F,56,Core staff,Working,157500.0,N,N,118390.5
492015,216331,F,57,Not applicable / Not specified,Pensioner,135000.0,N,Y,670729.5
492950,216541,F,42,Managers,Working,270000.0,Y,Y,135418.5
493400,216648,F,28,Laborers,Working,81000.0,N,Y,103950.0
493752,216739,M,53,Not applicable / Not specified,Pensioner,270000.0,N,N,0.0
493799,216750,M,41,Not applicable / Not specified,Commercial associate,180000.0,N,Y,0.0
495139,217110,F,56,Core staff,Commercial associate,180000.0,N,Y,170019.0
495278,217145,F,57,Not applicable / Not specified,Pensioner,72000.0,N,N,13459.5
495466,217196,M,38,Not applicable / Not specified,Working,166500.0,N,N,0.0
497209,217597,F,46,Sales staff,Working,130500.0,N,Y,115749.0
497334,217620,F,33,Core staff,Working,112500.0,N,Y,0.0
497680,217698,F,38,Laborers,Working,108000.0,N,Y,1335294.0
497852,217748,M,34,Laborers,Working,112500.0,Y,Y,58626.0
497854,217750,F,44,Cleaning staff,Working,157500.0,Y,N,0.0
497886,217757,F,54,Core staff,Commercial associate,211500.0,N,N,0.0
498080,217811,F,40,Not applicable / Not specified,Working,90000.0,Y,Y,0.0
499826,218194,F,32,Sales staff,Commercial associate,270000.0,N,Y,230406.075
499859,218205,F,62,Not applicable / Not specified,Pensioner,247500.0,N,Y,111636.45
499967,218226,F,53,Not applicable / Not specified,Pensioner,99000.0,N,Y,166000.5
501000,218477,F,46,Sales staff,Working,234000.0,N,Y,381289.5
501093,218499,F,52,Not applicable / Not specified,State servant,135000.0,N,N,14445.0
501359,218559,F,50,Not applicable / Not specified,Commercial associate,337500.0,N,Y,788922.0
501520,218596,M,41,Laborers,Working,135000.0,Y,Y,0.0
501973,218696,F,58,Not applicable / Not specified,Pensioner,126000.0,N,Y,166045.5
502322,218792,F,28,Sales staff,Working,72000.0,Y,Y,369144.0
502519,218836,F,34,Sales staff,Working,63000.0,N,N,563089.5
502974,218944,F,33,Sales staff,Commercial associate,81000.0,N,Y,0.0
504164,219198,M,35,Low-skill Laborers,Working,135000.0,Y,N,167494.5
504701,219318,F,32,Not applicable / Not specified,Working,135000.0,N,Y,508761.0
506799,219810,M,28,Not applicable / Not specified,Commercial associate,180000.0,Y,N,800284.5
507630,219997,F,27,Sales staff,Working,112500.0,N,Y,117547.83
508765,220246,M,60,Not applicable / Not specified,Pensioner,225000.0,Y,N,670329.0
509402,220372,M,44,High skill tech staff,Commercial associate,360000.0,Y,N,49531.5
509747,220455,F,37,Core staff,State servant,81000.0,N,N,1295687.835
510052,220527,F,58,Not applicable / Not specified,Pensioner,90000.0,N,Y,156600.045
510080,220533,F,37,Not applicable / Not specified,Working,112500.0,N,Y,4617.0
510419,220592,F,53,Not applicable / Not specified,Pensioner,81000.0,N,Y,195871.5
511476,220836,F,43,Not applicable / Not specified,Commercial associate,148500.0,N,Y,436756.5
511576,220852,F,65,Not applicable / Not specified,Pensioner,49500.0,N,N,222993.0
512354,221050,F,40,Sales staff,Working,202500.0,N,Y,744583.5
512855,221159,F,59,Not applicable / Not specified,Pensioner,225000.0,Y,N,2004714.0
513211,221246,M,41,Security staff,Commercial associate,112500.0,Y,Y,602383.5
513599,221346,M,66,Not applicable / Not specified,Pensioner,63000.0,N,Y,46494.0
514277,221510,F,38,Sales staff,Working,135000.0,N,Y,81193.5
514437,221554,F,55,Not applicable / Not specified,Pensioner,103500.0,N,Y,0.0
514802,221642,F,30,Not applicable / Not specified,Working,112500.0,N,Y,0.0
514807,221645,M,46,Managers,Commercial associate,315000.0,Y,N,29259.0
515671,221883,F,47,Sales staff,Commercial associate,157500.0,N,Y,447502.5
515697,221888,M,33,Drivers,Working,112500.0,Y,N,0.0
515728,221896,F,54,Security staff,Working,135000.0,N,N,431592.48
516966,222176,F,36,Accountants,Working,157500.0,N,N,1881346.5
517734,222346,F,45,Core staff,Working,202500.0,Y,Y,0.0
517746,222353,F,24,Laborers,Working,126000.0,Y,Y,0.0
518262,222458,M,33,Drivers,Commercial associate,157500.0,N,N,0.0
518393,222503,F,34,Sales staff,Working,90000.0,N,Y,72225.0
518661,222569,F,58,Not applicable / Not specified,Pensioner,126000.0,N,Y,185052.78
519030,222656,M,62,Drivers,Commercial associate,360000.0,Y,Y,1232415.0
519570,222800,M,55,Not applicable / Not specified,Pensioner,81000.0,N,Y,73620.0
521035,223124,F,38,Core staff,Working,112500.0,N,Y,7115899.5
522056,223356,F,61,Not applicable / Not specified,Pensioner,103500.0,N,Y,182092.5
522141,223376,F,42,Sales staff,Working,180000.0,Y,Y,1404000.0
522989,223568,F,34,Managers,Working,225000.0,N,N,341600.31
523494,223689,F,30,Not applicable / Not specified,Commercial associate,171000.0,N,N,396326.97
523884,223778,F,49,Not applicable / Not specified,Working,337500.0,Y,Y,0.0
524180,223850,M,24,Laborers,Working,144000.0,N,N,1392907.5
524371,223885,F,46,Not applicable / Not specified,Working,270000.0,N,Y,0.0
524734,223965,F,28,Medicine staff,Working,76500.0,N,N,1686730.5
525127,224051,F,46,Security staff,Commercial associate,225000.0,N,N,936837.0
525313,224090,F,35,Laborers,Working,225000.0,Y,N,1481152.5
525569,224147,M,22,Core staff,State servant,175500.0,N,N,0.0
525715,224177,M,44,Laborers,Working,247500.0,Y,Y,0.0
526741,224435,M,47,Managers,Commercial associate,369000.0,Y,Y,351058.5
528236,224788,F,48,Managers,Commercial associate,450000.0,Y,Y,1630845.0
528382,224817,M,65,Not applicable / Not specified,Pensioner,270000.0,Y,Y,0.0
528995,224973,F,61,Not applicable / Not specified,Commercial associate,165600.0,N,Y,0.0
529475,225074,F,47,Core staff,Working,315000.0,N,Y,287487.0
529904,225184,M,37,Laborers,State servant,112500.0,N,Y,374668.2
530389,225274,F,50,Cleaning staff,Working,90000.0,N,N,0.0
531429,225515,M,47,Laborers,Working,67500.0,N,Y,18531.0
531581,225548,F,27,Laborers,Working,180000.0,N,N,23476.5
531922,225619,M,33,Laborers,Working,157500.0,Y,Y,0.0
532375,225727,F,68,Not applicable / Not specified,Pensioner,58500.0,N,Y,0.0
533544,225995,F,24,Waiters/barmen staff,Commercial associate,180000.0,N,Y,0.0
533555,226000,F,34,Sales staff,Working,135000.0,N,N,82516.5
533821,226045,M,46,Laborers,Working,202500.0,Y,N,0.0
533833,226048,M,26,Managers,Working,157500.0,Y,Y,73989.0
534109,226109,M,58,Laborers,Commercial associate,315000.0,Y,N,1926864.0
534575,226223,M,41,Security staff,Commercial associate,216000.0,Y,Y,646110.0
534623,226232,M,51,Laborers,Commercial associate,202500.0,Y,Y,1727215.02
535115,226354,F,68,Not applicable / Not specified,Pensioner,157500.0,N,N,2650.5
540635,227673,M,24,Laborers,Working,157500.0,N,Y,628984.8
540683,227683,F,53,Not applicable / Not specified,Commercial associate,315000.0,Y,N,924448.5
540712,227691,F,57,Not applicable / Not specified,Pensioner,135000.0,Y,Y,0.0
541130,227793,F,31,Sales staff,Working,112500.0,N,N,180310.5
541867,227976,F,55,Not applicable / Not specified,Working,112500.0,N,Y,159673.5
542063,228021,M,29,Laborers,Commercial associate,81000.0,Y,Y,0.0
542401,228105,F,47,High skill tech staff,Commercial associate,180000.0,N,Y,0.0
542478,228124,F,54,Not applicable / Not specified,Pensioner,171000.0,N,Y,644998.5
542581,228152,F,43,Not applicable / Not specified,Commercial associate,360000.0,N,Y,122755.5
544029,228516,M,37,Laborers,Working,157500.0,Y,Y,0.0
544138,228546,F,23,Accountants,Working,90000.0,N,N,198373.5
544853,228701,F,44,Cleaning staff,Working,72000.0,N,Y,39892.5
545088,228759,F,51,Medicine staff,State servant,405000.0,N,Y,76128.165
545134,228772,M,23,Laborers,Working,153000.0,N,Y,0.0
545721,228914,F,56,Laborers,Commercial associate,90000.0,N,N,686439.0
545787,228930,F,43,Core staff,Working,103500.0,N,Y,588042.0
547536,229345,M,47,Not applicable / Not specified,Commercial associate,391500.0,Y,Y,1236172.5
548236,229481,M,46,Not applicable / Not specified,Working,67500.0,N,Y,166500.0
548538,229562,F,35,Accountants,Commercial associate,103500.0,Y,Y,0.0
549516,229812,M,63,Not applicable / Not specified,Pensioner,103500.0,N,Y,123327.0
549741,229866,F,27,Not applicable / Not specified,Working,135000.0,N,Y,43900.965
550013,229931,M,67,Laborers,Commercial associate,157500.0,N,Y,0.0
550231,229980,F,41,Not applicable / Not specified,Commercial associate,810000.0,Y,N,5950984.5
550805,230113,F,61,Not applicable / Not specified,Pensioner,144000.0,N,Y,434925.0
551244,230212,F,53,Managers,Working,180000.0,N,Y,96545.61
551332,230236,F,58,Laborers,Working,382500.0,N,Y,1409755.5
551523,230274,F,29,Sales staff,Working,76500.0,Y,Y,10980.0
551945,230387,F,22,Laborers,Working,76500.0,N,Y,0.0
551989,230406,F,63,Not applicable / Not specified,Pensioner,108000.0,N,Y,0.0
552336,230504,F,65,Not applicable / Not specified,Pensioner,135000.0,N,Y,6713.37
553164,230693,F,47,Laborers,Working,135000.0,N,Y,80158.5
553551,230769,M,47,Not applicable / Not specified,Working,450000.0,Y,Y,4747108.5
553679,230816,M,34,Core staff,Working,157500.0,N,N,1948477.5
553721,230831,M,36,Drivers,State servant,225000.0,Y,N,1023952.5
554258,230952,F,31,Accountants,Working,180000.0,N,Y,24579.0
554712,231055,M,47,Drivers,Working,202500.0,Y,N,1067796.0
555667,231274,F,41,Sales staff,Commercial associate,103500.0,N,N,578506.5
556244,231419,F,60,Not applicable / Not specified,Commercial associate,292500.0,N,Y,645295.5
556435,231466,F,64,Not applicable / Not specified,Pensioner,135000.0,N,Y,128605.5
556576,231502,F,31,Sales staff,Working,90000.0,N,Y,130266.0
556956,231591,F,64,Not applicable / Not specified,Pensioner,67500.0,N,N,211438.305
557404,231706,M,44,Drivers,Commercial associate,180000.0,N,N,0.0
558099,231890,M,63,Not applicable / Not specified,Pensioner,135000.0,Y,Y,0.0
560288,232421,F,53,Medicine staff,Working,162000.0,N,Y,2131141.5
561720,232754,F,69,Not applicable / Not specified,Working,103500.0,N,Y,27274.5
562396,232906,M,40,Laborers,Working,135000.0,N,N,50773.14
562724,232990,F,54,Core staff,State servant,450000.0,Y,Y,617994.0
562920,233033,F,61,Not applicable / Not specified,Pensioner,54000.0,N,Y,0.0
562951,233043,F,64,Not applicable / Not specified,Pensioner,130500.0,N,Y,402324.525
564439,233416,F,27,Laborers,State servant,58500.0,N,Y,0.0
564691,233485,F,64,Laborers,Working,90000.0,Y,Y,358056.0
564749,233498,F,62,Not applicable / Not specified,Pensioner,135000.0,N,N,20245.5
565340,233628,M,44,Core staff,Working,202500.0,Y,Y,870637.5
565836,233737,F,51,Laborers,Working,225000.0,N,Y,458064.0
565903,233747,F,56,Not applicable / Not specified,Pensioner,153000.0,N,Y,0.0
566415,233896,F,46,High skill tech staff,Working,112500.0,N,N,653823.0
569702,234656,M,34,Drivers,Working,202500.0,Y,Y,680967.0
569789,234679,M,39,Laborers,Working,135000.0,Y,N,0.0
569809,234686,M,39,Security staff,Commercial associate,225000.0,Y,Y,2638566.0
570733,234913,F,52,Medicine staff,State servant,180000.0,N,N,320197.5
570798,234928,M,34,Laborers,Working,112500.0,Y,Y,0.0
571272,235050,M,50,Laborers,Working,189000.0,Y,N,2410339.5
574574,235818,F,47,Not applicable / Not specified,Working,180000.0,N,N,259339.5
574821,235878,F,42,Sales staff,Working,112500.0,N,Y,0.0
575549,236062,F,54,Core staff,Working,119250.0,N,Y,0.0
577444,236481,F,23,Sales staff,Working,112500.0,Y,Y,0.0
577815,236573,F,39,Laborers,Working,90000.0,N,Y,0.0
577833,236578,F,57,Not applicable / Not specified,Pensioner,67500.0,N,Y,0.0
577970,236611,F,41,Cleaning staff,Working,720000.0,Y,Y,2845667.16
580442,237191,F,30,Not applicable / Not specified,State servant,112500.0,Y,Y,0.0
580678,237239,F,33,Laborers,Working,157500.0,N,Y,297904.5
582876,237738,M,57,Security staff,Working,135000.0,Y,Y,80887.5
582903,237748,F,27,Core staff,Commercial associate,112500.0,N,N,0.0
583216,237816,F,58,Not applicable / Not specified,Pensioner,202500.0,N,Y,513506.61
584048,238002,F,52,Not applicable / Not specified,Pensioner,112500.0,N,Y,827883.0
584222,238033,F,55,Core staff,Working,135000.0,N,N,886036.5
584314,238050,M,45,Laborers,Working,270000.0,Y,Y,1542181.5
584382,238067,F,26,Sales staff,Working,157500.0,N,Y,107937.0
585020,238225,F,40,Core staff,Commercial associate,81000.0,N,Y,0.0
585223,238281,F,59,Not applicable / Not specified,Pensioner,112500.0,N,Y,606384.0
585316,238312,F,59,Not applicable / Not specified,Pensioner,225000.0,N,Y,824692.5
587167,238741,F,64,Not applicable / Not specified,Pensioner,225000.0,N,Y,81247.5
587415,238788,F,23,Core staff,Working,112500.0,N,Y,0.0
587503,238818,F,53,Cooking staff,Commercial associate,180000.0,N,Y,445059.0
588307,239004,F,36,Laborers,Working,90000.0,N,N,173250.0
588412,239024,M,41,Managers,Commercial associate,225000.0,N,N,242145.0
589076,239181,F,59,Accountants,Working,130500.0,N,Y,0.0
590343,239482,F,37,Laborers,Working,67500.0,N,Y,8011764.0
590537,239515,F,62,Not applicable / Not specified,Pensioner,162000.0,Y,Y,95206.5
590833,239571,F,35,Laborers,Working,90000.0,N,Y,0.0
591264,239681,F,57,Not applicable / Not specified,Pensioner,157500.0,N,N,616585.5
591531,239754,F,23,Sales staff,Working,90000.0,N,N,30325.635
592008,239892,F,55,Sales staff,Commercial associate,135000.0,N,Y,57406.5
593043,240143,F,30,Not applicable / Not specified,Working,225000.0,Y,Y,112509.0
593485,240246,F,39,Secretaries,Working,112500.0,N,Y,892645.38
594063,240374,F,39,Cooking staff,Working,94500.0,N,N,20972.655
594253,240424,F,64,Not applicable / Not specified,Pensioner,112500.0,N,Y,0.0
594772,240536,F,27,Core staff,Commercial associate,112500.0,N,N,0.0
595132,240622,F,36,Not applicable / Not specified,Working,180000.0,N,N,1085459.805
595715,240774,F,42,Not applicable / Not specified,Working,67500.0,N,Y,155965.5
596200,240877,M,32,Laborers,Working,202500.0,N,N,643536.0
597035,241096,F,30,Core staff,Working,112500.0,N,Y,686488.5
597131,241108,F,40,Medicine staff,State servant,166500.0,Y,N,218101.5
597594,241228,F,42,Core staff,Working,360000.0,N,Y,0.0
598133,241347,F,28,Sales staff,Working,135000.0,N,Y,0.0
599599,241717,F,60,High skill tech staff,Commercial associate,202500.0,Y,Y,937782.0
599789,241769,F,40,Core staff,Working,135000.0,N,N,0.0
600966,242056,F,62,Sales staff,Commercial associate,247500.0,N,Y,833053.5
602016,242304,M,43,Drivers,Working,211500.0,Y,Y,179244.0
602534,242430,F,35,Managers,Working,135000.0,Y,Y,0.0
602784,242487,M,33,Laborers,Working,157500.0,N,Y,43321.5
603487,242685,F,46,Not applicable / Not specified,Working,135000.0,N,Y,0.0
603646,242722,F,33,Secretaries,State servant,135000.0,N,N,1532380.5
603990,242802,M,52,Laborers,State servant,121500.0,Y,Y,87291.0
604137,242838,F,23,Laborers,Commercial associate,135000.0,N,Y,879448.5
605919,243267,M,33,Laborers,Working,180000.0,Y,Y,0.0
605929,243270,F,39,Not applicable / Not specified,Commercial associate,315000.0,N,N,1011150.0
607369,243566,M,35,Drivers,Working,112500.0,Y,Y,0.0
608352,243795,F,47,Cooking staff,Working,112500.0,N,N,459045.0
609183,243985,M,28,Drivers,Working,270000.0,Y,Y,169105.5
610287,244250,F,30,Accountants,Working,382500.0,Y,N,30019041.0
611089,244447,M,33,Not applicable / Not specified,Working,270000.0,Y,Y,2246080.5
611359,244514,F,34,Not applicable / Not specified,Commercial associate,135000.0,Y,Y,1554124.005
612284,244747,M,36,Laborers,Working,112500.0,Y,Y,612576.0
613307,244995,M,50,Security staff,Commercial associate,135000.0,N,Y,142142.4
613629,245078,F,31,Laborers,Commercial associate,157500.0,N,Y,0.0
613984,245155,F,38,Sales staff,Commercial associate,270000.0,N,Y,0.0
614151,245190,F,26,High skill tech staff,Working,157500.0,Y,N,0.0
614792,245360,F,66,Not applicable / Not specified,Pensioner,135000.0,N,Y,0.0
615374,245505,M,29,Core staff,Working,225000.0,Y,Y,160254.0
615606,245555,F,43,Core staff,Working,112500.0,N,Y,0.0
615908,245621,M,33,Managers,Working,225000.0,N,Y,0.0
616578,245777,M,47,Not applicable / Not specified,Working,225000.0,N,N,628497.0
616804,245826,F,58,Not applicable / Not specified,Pensioner,225000.0,N,Y,324711.0
616916,245851,F,64,Not applicable / Not specified,Pensioner,135000.0,N,Y,149706.0
617028,245881,M,47,High skill tech staff,State servant,112500.0,Y,Y,443983.5
618488,246266,M,29,Laborers,Working,67500.0,N,Y,52627.5
618495,246268,M,46,Not applicable / Not specified,Commercial associate,296068.5,Y,N,0.0
620089,246652,F,61,Not applicable / Not specified,Pensioner,85500.0,N,Y,267457.5
621033,246859,M,35,Laborers,Commercial associate,135000.0,Y,N,0.0
621234,246915,F,56,Not applicable / Not specified,Pensioner,112500.0,Y,Y,369801.0
621293,246927,F,65,Not applicable / Not specified,Pensioner,67500.0,N,N,361435.5
621316,246934,M,32,Laborers,Working,180000.0,N,N,564309.0
621734,247035,F,55,Not applicable / Not specified,Pensioner,54000.0,Y,Y,0.0
621852,247057,F,23,Not applicable / Not specified,Pensioner,225000.0,N,Y,15912.0
621995,247095,F,62,Not applicable / Not specified,Pensioner,180000.0,N,Y,475942.5
623094,247369,F,40,Private service staff,Commercial associate,225000.0,Y,Y,1135890.0
623535,247467,F,41,Cooking staff,Working,189000.0,N,Y,152712.0
623700,247513,F,50,Sales staff,Working,270000.0,N,Y,732493.8
623725,247518,F,44,Medicine staff,State servant,391500.0,N,Y,497758.5
623871,247551,M,37,Laborers,Commercial associate,135000.0,N,N,380034.0
624157,247631,F,56,Not applicable / Not specified,Pensioner,112500.0,N,N,0.0
624187,247642,M,38,Drivers,Commercial associate,103500.0,Y,Y,0.0
625271,247893,M,36,Laborers,Commercial associate,157500.0,Y,Y,962239.5
625764,248014,F,59,Not applicable / Not specified,Pensioner,180000.0,N,Y,34510.5
626512,248202,M,51,Managers,Working,360000.0,Y,Y,0.0
626601,248227,M,35,Drivers,Working,157500.0,Y,Y,642794.31
627090,248338,M,49,Laborers,Working,180000.0,N,Y,584788.5
627231,248371,F,37,Managers,Commercial associate,135000.0,N,Y,563681.88
627459,248426,M,28,Laborers,Working,138937.5,Y,Y,879502.5
627748,248484,F,57,Sales staff,Working,112500.0,N,N,17654.355
628609,248662,F,53,Not applicable / Not specified,Working,202500.0,N,Y,87223.5
628978,248753,M,59,Not applicable / Not specified,Pensioner,810000.0,Y,Y,2107174.5
629134,248795,M,33,Not applicable / Not specified,Working,450000.0,Y,Y,7220700.0
629933,248984,F,58,Not applicable / Not specified,Pensioner,202500.0,N,Y,569747.475
630023,249006,F,48,Core staff,Working,180000.0,Y,N,1076287.5
630294,249064,F,67,Not applicable / Not specified,Pensioner,99000.0,N,Y,0.0
630854,249230,M,67,Not applicable / Not specified,Pensioner,90000.0,Y,Y,0.0
632019,249461,M,38,Not applicable / Not specified,Working,225000.0,N,Y,48744.0
632053,249468,F,35,Sales staff,Commercial associate,157500.0,N,Y,244417.5
632307,249517,M,32,Core staff,Commercial associate,315000.0,Y,Y,6391710.0
633316,249749,F,59,Not applicable / Not specified,Pensioner,112500.0,Y,Y,259200.0
633733,249840,F,31,Not applicable / Not specified,Working,180000.0,Y,Y,3120282.0
633776,249855,F,37,Sales staff,Working,193500.0,N,Y,228096.0
635170,250204,M,59,Laborers,Working,135000.0,N,Y,0.0
635787,250334,F,58,Not applicable / Not specified,Pensioner,81000.0,N,N,0.0
635867,250353,F,32,Sales staff,Working,202500.0,Y,N,0.0
636776,250611,F,62,Not applicable / Not specified,Pensioner,112500.0,Y,N,0.0
637742,250842,F,38,Core staff,Working,56250.0,N,Y,72414.0
638005,250899,F,46,Core staff,Commercial associate,180000.0,N,N,754721.46
638043,250910,F,47,Sales staff,Working,162000.0,N,Y,319225.095
638716,251045,F,39,Core staff,Working,270000.0,N,Y,1525099.5
639465,251216,M,34,Laborers,Commercial associate,67500.0,N,N,0.0
639974,251350,F,60,High skill tech staff,Commercial associate,225000.0,N,Y,118458.0
640540,251476,F,33,Cooking staff,State servant,202500.0,N,Y,112617.0
640566,251480,F,39,Not applicable / Not specified,Working,157500.0,N,Y,257476.5
640593,251486,M,54,Laborers,Working,112500.0,N,Y,273064.5
640617,251493,F,35,Accountants,Commercial associate,90000.0,N,Y,0.0
640866,251555,F,54,Laborers,Working,135000.0,Y,Y,23026.5
641357,251664,F,34,Core staff,Working,81000.0,N,N,59094.0
641405,251680,M,46,Laborers,State servant,112500.0,Y,Y,80280.0
641802,251751,F,34,Sales staff,Working,207000.0,Y,N,0.0
641951,251792,F,28,Medicine staff,Working,135000.0,N,Y,0.0
642503,251925,M,57,Not applicable / Not specified,Pensioner,204300.0,Y,Y,0.0
642507,251929,F,39,Sales staff,Commercial associate,112500.0,Y,Y,213120.0
643783,252230,M,51,Core staff,State servant,135000.0,Y,Y,1800000.0
643829,252240,M,35,Managers,Commercial associate,112500.0,N,N,0.0
644778,252456,M,44,Drivers,Working,225000.0,Y,Y,127120.5
644872,252475,F,44,Core staff,Working,45000.0,N,Y,0.0
645129,252536,F,40,Laborers,Working,81000.0,Y,Y,228910.5
645813,252686,F,28,Not applicable / Not specified,Working,157500.0,N,Y,98136.0
645908,252716,M,62,Not applicable / Not specified,Pensioner,252000.0,Y,Y,2064118.5
646089,252765,F,56,Not applicable / Not specified,Pensioner,121500.0,N,N,0.0
646548,252891,F,41,Laborers,Commercial associate,180000.0,Y,Y,271453.5
646722,252924,M,36,Laborers,Working,180000.0,Y,Y,0.0
646781,252938,F,54,Not applicable / Not specified,Pensioner,90000.0,N,N,299389.5
646962,252979,M,39,Not applicable / Not specified,Working,315000.0,Y,Y,763951.5
647805,253170,M,28,Drivers,Working,157500.0,N,N,0.0
647855,253188,F,28,High skill tech staff,Working,409500.0,N,Y,0.0
648200,253261,F,65,Not applicable / Not specified,Pensioner,90000.0,N,Y,41710.5
648523,253337,F,64,Not applicable / Not specified,Pensioner,99000.0,Y,Y,0.0
650318,253806,F,26,Sales staff,Working,90000.0,N,Y,0.0
650352,253814,M,32,Laborers,Commercial associate,157500.0,N,Y,0.0
651105,253979,F,40,Core staff,State servant,44100.0,Y,N,0.0
651315,254023,F,51,Cooking staff,Commercial associate,90000.0,N,Y,0.0
651506,254074,F,61,Not applicable / Not specified,Commercial associate,112500.0,N,Y,0.0
651609,254108,F,51,Laborers,State servant,112500.0,N,Y,70326.0
651742,254144,F,26,Not applicable / Not specified,Commercial associate,130500.0,N,Y,0.0
651786,254158,F,30,Not applicable / Not specified,Commercial associate,216000.0,N,Y,284427.0
653463,254543,F,60,Not applicable / Not specified,Pensioner,67500.0,N,Y,169699.5
653549,254559,M,25,Laborers,Working,157500.0,Y,N,0.0
653701,254594,M,49,Low-skill Laborers,Working,135000.0,N,N,0.0
654124,254698,F,51,Laborers,Commercial associate,270000.0,N,Y,0.0
654168,254711,F,39,Sales staff,Commercial associate,135000.0,N,N,9308.925
654523,254788,F,58,Not applicable / Not specified,Pensioner,301500.0,N,Y,0.0
654947,254883,F,34,Sales staff,Working,225000.0,N,Y,139921.65
656091,255134,M,64,Not applicable / Not specified,Pensioner,67500.0,Y,Y,0.0
656963,255323,F,56,Not applicable / Not specified,Pensioner,261000.0,N,Y,0.0
658211,255637,F,51,Sales staff,Working,135000.0,N,Y,224802.0
658963,255822,M,39,Laborers,Working,126000.0,Y,Y,0.0
659647,255975,F,35,Laborers,Working,67500.0,Y,Y,119232.0
660232,256112,F,44,Laborers,Working,81000.0,N,N,0.0
